,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
6028,-117.94,34.04,33.0,1493.0,331.0,1571.0,354.0,3.8864,1H_OCEAN,4.2175141242937855,0.2217012726054923,4.437853107344632,158900.0
8153,-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,1H_OCEAN,3.860557768924303,0.29721362229102166,2.6693227091633465,185400.0
15459,-121.29,37.96,52.0,287.0,119.0,154.0,85.0,0.8738,INLAND,3.376470588235294,0.4146341463414634,1.811764705882353,75000.0
17006,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,1H_OCEAN,5.775956284153006,0.17360454115421003,3.5437158469945356,299400.0
7417,-118.12,33.94,35.0,1813.0,313.0,825.0,316.0,5.2485,1H_OCEAN,5.737341772151899,0.17264202978488694,2.6107594936708862,323800.0
2145,-119.86,36.78,7.0,2232.0,490.0,1274.0,499.0,2.9853,INLAND,4.472945891783567,0.21953405017921146,2.55310621242485,74700.0
14891,-117.04,33.15,15.0,13814.0,2888.0,6583.0,2789.0,2.8247,1H_OCEAN,4.953029759770527,0.20906326914724194,2.360344209394048,150000.0
4226,-118.31,34.09,42.0,1951.0,846.0,2500.0,813.0,1.5195,1H_OCEAN,2.3997539975399755,0.433623782675551,3.075030750307503,218200.0
8930,-122.54,37.88,30.0,4382.0,732.0,1775.0,745.0,6.7809,NEAR_BAY,5.881879194630873,0.16704701049748974,2.38255033557047,414400.0
2039,-119.8,36.65,34.0,2263.0,423.0,1184.0,407.0,1.7692,INLAND,5.560196560196561,0.18692001767565178,2.909090909090909,74200.0
5333,-118.29,33.89,35.0,2810.0,614.0,1578.0,601.0,3.59,1H_OCEAN,4.675540765391015,0.2185053380782918,2.6256239600665556,200600.0
17924,-122.21,38.09,37.0,4368.0,779.0,2083.0,741.0,3.8667,NEAR_BAY,5.894736842105263,0.17834249084249085,2.8110661268556005,127000.0
17736,-121.83,36.98,19.0,4431.0,705.0,1764.0,679.0,4.3321,1H_OCEAN,6.525773195876289,0.15910629654705485,2.597938144329897,298600.0
585,-122.08,37.71,38.0,3716.0,657.0,1784.0,652.0,4.8237,NEAR_BAY,5.699386503067485,0.17680301399354145,2.736196319018405,220900.0
15411,-122.47,37.78,52.0,1941.0,436.0,955.0,425.0,4.1339,NEAR_BAY,4.567058823529412,0.22462648119526019,2.2470588235294118,396400.0
5585,-118.3,34.19,52.0,1704.0,277.0,746.0,262.0,4.7986,1H_OCEAN,6.5038167938931295,0.16255868544600938,2.8473282442748094,326100.0
15683,-121.17,37.97,28.0,1374.0,248.0,769.0,229.0,3.6389,INLAND,6.0,0.1804949053857351,3.3580786026200875,130400.0
10101,-117.81,33.68,8.0,1964.0,413.0,913.0,406.0,5.1583,1H_OCEAN,4.83743842364532,0.21028513238289206,2.248768472906404,192200.0
3954,-118.63,34.17,33.0,4769.0,787.0,2019.0,743.0,5.5798,1H_OCEAN,6.4185733512786,0.16502411407003564,2.7173620457604306,338200.0
3019,-119.28,35.5,28.0,3107.0,782.0,3260.0,738.0,1.6944,INLAND,4.210027100271002,0.251689732861281,4.417344173441735,58600.0
18683,-120.86,37.53,18.0,2829.0,732.0,1751.0,712.0,1.6445,INLAND,3.973314606741573,0.25874867444326616,2.4592696629213484,156900.0
18141,-122.54,38.36,40.0,2725.0,531.0,1167.0,458.0,3.7969,1H_OCEAN,5.949781659388647,0.19486238532110092,2.5480349344978164,202800.0
3409,-118.42,34.26,36.0,973.0,221.0,1086.0,218.0,3.4519,1H_OCEAN,4.463302752293578,0.22713257965056527,4.981651376146789,143300.0
12483,-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,3.5192,INLAND,4.863716814159292,0.1895924308588064,2.943362831858407,113300.0
5256,-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.962,1H_OCEAN,4.536723163841808,0.25404732254047324,2.4350282485875705,345800.0
3198,-119.65,36.32,11.0,1294.0,314.0,713.0,290.0,1.5433,INLAND,4.462068965517242,0.2426584234930448,2.4586206896551723,50400.0
14785,-117.27,33.21,5.0,5764.0,996.0,3161.0,1012.0,4.4531,1H_OCEAN,5.695652173913044,0.17279666897987508,3.1235177865612647,177500.0
16432,-119.67,34.42,37.0,1673.0,444.0,1477.0,446.0,2.0643,1H_OCEAN,3.7511210762331837,0.26539151225343693,3.311659192825112,246700.0
13455,-117.13,32.76,29.0,2568.0,682.0,1191.0,642.0,2.1094,NEAR_OCEAN,4.0,0.26557632398753894,1.855140186915888,162500.0
9706,-117.94,33.86,36.0,2824.0,493.0,1394.0,507.0,4.6477,1H_OCEAN,5.570019723865878,0.17457507082152973,2.749506903353057,194700.0
17955,-122.26,38.11,52.0,2573.0,639.0,1238.0,529.0,2.6708,NEAR_BAY,4.863894139886578,0.2483482316362223,2.340264650283554,109700.0
4037,-118.38,34.14,42.0,1253.0,225.0,492.0,224.0,7.7112,1H_OCEAN,5.59375,0.17956903431763768,2.1964285714285716,386700.0
3754,-118.37,34.17,42.0,600.0,171.0,377.0,181.0,2.4107,1H_OCEAN,3.314917127071823,0.285,2.0828729281767955,184400.0
9181,-121.16,41.78,42.0,2918.0,576.0,1182.0,440.0,2.1434,INLAND,6.631818181818182,0.1973954763536669,2.6863636363636365,44000.0
4289,-118.27,34.09,44.0,3646.0,912.0,1783.0,861.0,2.9709,1H_OCEAN,4.234610917537747,0.2501371365880417,2.0708478513356563,225000.0
13411,-117.29,34.57,22.0,1054.0,239.0,428.0,239.0,1.2548,INLAND,4.410041841004184,0.22675521821631878,1.790794979079498,68300.0
1750,-122.35,37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,NEAR_BAY,4.672566371681416,0.2334280303030303,3.1106194690265485,105200.0
13999,-117.17,32.79,43.0,1269.0,297.0,946.0,285.0,2.1447,NEAR_OCEAN,4.4526315789473685,0.23404255319148937,3.319298245614035,133300.0
18531,-120.97,37.66,19.0,1974.0,393.0,799.0,377.0,3.1286,INLAND,5.23607427055703,0.19908814589665655,2.1193633952254642,137500.0
19031,-118.86,35.9,38.0,298.0,55.0,161.0,47.0,4.125,INLAND,6.340425531914893,0.18456375838926176,3.425531914893617,71300.0
8434,-118.32,33.79,32.0,2381.0,467.0,1264.0,488.0,4.1477,1H_OCEAN,4.879098360655738,0.19613607727845442,2.5901639344262297,315100.0
1751,-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,NEAR_BAY,4.454976303317536,0.24414893617021277,3.2180094786729856,105200.0
8436,-118.31,33.79,38.0,1601.0,352.0,711.0,304.0,3.3958,1H_OCEAN,5.266447368421052,0.2198625858838226,2.338815789473684,250000.0
7023,-118.18,33.99,38.0,1010.0,315.0,1157.0,301.0,1.6341,1H_OCEAN,3.355481727574751,0.3118811881188119,3.8438538205980066,161800.0
13462,-117.13,32.75,28.0,2279.0,671.0,1166.0,623.0,1.95,NEAR_OCEAN,3.6581059390048156,0.29442738043001315,1.8715890850722312,150000.0
9430,-122.3,38.3,44.0,3690.0,809.0,1922.0,736.0,2.6346,NEAR_BAY,5.013586956521739,0.2192411924119241,2.6114130434782608,139800.0
12891,-117.37,34.1,44.0,2087.0,447.0,1270.0,423.0,2.3889,INLAND,4.933806146572104,0.21418303785337806,3.0023640661938535,86100.0
186,-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,NEAR_BAY,3.7984790874524714,0.26426426426426425,3.844106463878327,137500.0
2897,-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,INLAND,4.927613941018767,0.21109902067464636,3.225201072386059,60700.0
16262,-122.29,37.52,38.0,3767.0,603.0,1455.0,615.0,6.8787,NEAR_OCEAN,6.12520325203252,0.1600743297053358,2.3658536585365852,386800.0
5975,-117.92,34.07,36.0,1057.0,207.0,658.0,207.0,4.7708,1H_OCEAN,5.106280193236715,0.195837275307474,3.178743961352657,191700.0
13804,-117.24,32.75,33.0,1980.0,614.0,1057.0,567.0,2.2042,NEAR_OCEAN,3.492063492063492,0.3101010101010101,1.8641975308641976,231300.0
1465,-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,NEAR_BAY,3.7146974063400577,0.28533747090768036,2.0870317002881844,112500.0
14908,-117.12,33.07,45.0,1032.0,235.0,363.0,177.0,3.6389,1H_OCEAN,5.830508474576271,0.22771317829457363,2.0508474576271185,186600.0
19400,-118.98,34.16,16.0,2476.0,402.0,1251.0,387.0,5.7676,1H_OCEAN,6.397932816537468,0.16235864297253635,3.2325581395348837,241300.0
14053,-117.13,32.79,35.0,1362.0,243.0,698.0,255.0,3.6458,NEAR_OCEAN,5.341176470588235,0.17841409691629956,2.7372549019607844,173800.0
12716,-117.62,34.09,26.0,3271.0,595.0,2259.0,566.0,4.0139,INLAND,5.779151943462898,0.18190155915622133,3.991166077738516,132000.0
7945,-118.19,33.78,8.0,992.0,393.0,694.0,331.0,2.5544,NEAR_OCEAN,2.996978851963746,0.3961693548387097,2.096676737160121,162500.0
17482,-121.83,37.26,7.0,3609.0,751.0,1739.0,682.0,4.5033,1H_OCEAN,5.2917888563049855,0.20809088390135771,2.5498533724340176,213100.0
13123,-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,INLAND,4.602102102102102,0.22577487765089724,2.1621621621621623,129200.0
6941,-118.13,34.01,43.0,782.0,207.0,827.0,223.0,3.1538,1H_OCEAN,3.506726457399103,0.2647058823529412,3.708520179372197,154300.0
13791,-117.25,32.73,39.0,1688.0,256.0,635.0,272.0,4.5938,NEAR_OCEAN,6.205882352941177,0.15165876777251186,2.3345588235294117,367400.0
6695,-118.02,33.95,36.0,1681.0,329.0,964.0,311.0,4.108,1H_OCEAN,5.405144694533762,0.19571683521713265,3.09967845659164,181200.0
8664,-118.22,34.63,4.0,14348.0,2145.0,5839.0,1806.0,5.3799,INLAND,7.944629014396456,0.14949818790075273,3.233111849390919,222400.0
12763,-117.62,34.03,15.0,3942.0,661.0,2240.0,621.0,4.8311,INLAND,6.3478260869565215,0.16768138001014712,3.607085346215781,176000.0
10156,-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3.2708,1H_OCEAN,4.611607142857143,0.2158760890609874,2.0625,384700.0
6475,-118.15,34.11,52.0,2375.0,369.0,930.0,351.0,7.4111,1H_OCEAN,6.766381766381766,0.15536842105263157,2.6495726495726495,469100.0
9471,-122.36,38.4,16.0,2716.0,546.0,898.0,500.0,2.2536,INLAND,5.432,0.20103092783505155,1.796,201200.0
16743,-121.92,37.32,39.0,836.0,254.0,704.0,272.0,3.5256,1H_OCEAN,3.073529411764706,0.3038277511961722,2.588235294117647,192600.0
4245,-118.31,34.08,30.0,1390.0,457.0,1460.0,423.0,2.2422,1H_OCEAN,3.286052009456265,0.32877697841726616,3.451536643026005,254500.0
3565,-118.5,34.24,34.0,2634.0,412.0,1114.0,423.0,5.9401,1H_OCEAN,6.226950354609929,0.15641609719058466,2.6335697399527187,315300.0
19634,-121.56,39.16,35.0,2157.0,441.0,1009.0,409.0,1.5827,INLAND,5.273838630806846,0.20445062586926285,2.466992665036675,63000.0
14218,-117.1,32.68,42.0,2013.0,568.0,1920.0,557.0,2.0724,NEAR_OCEAN,3.614003590664273,0.2821659215101838,3.4470377019748653,107600.0
2306,-119.69,36.83,32.0,1098.0,,726.0,224.0,1.4913,INLAND,4.901785714285714,,3.2410714285714284,54600.0
14418,-116.99,32.77,35.0,2306.0,334.0,828.0,310.0,6.1103,1H_OCEAN,7.438709677419355,0.1448395490026019,2.670967741935484,301600.0
15988,-120.69,35.52,26.0,2758.0,571.0,1291.0,522.0,2.925,1H_OCEAN,5.283524904214559,0.20703408266860043,2.4731800766283527,181400.0
12803,-117.57,34.07,4.0,2152.0,580.0,1083.0,441.0,3.1458,INLAND,4.879818594104308,0.2695167286245353,2.45578231292517,118800.0
17690,-121.97,37.01,21.0,2073.0,357.0,1044.0,351.0,4.5682,NEAR_OCEAN,5.905982905982906,0.17221418234442837,2.9743589743589745,371600.0
9452,-122.3,38.27,4.0,1051.0,263.0,455.0,248.0,3.6389,NEAR_BAY,4.237903225806452,0.25023786869647957,1.8346774193548387,130200.0
7257,-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,1H_OCEAN,4.316037735849057,0.2459016393442623,3.8962264150943398,117400.0
9385,-121.84,36.6,30.0,2958.0,691.0,1616.0,666.0,3.4643,1H_OCEAN,4.441441441441442,0.23360378634212306,2.4264264264264264,191800.0
19079,-119.05,36.06,23.0,2344.0,407.0,1184.0,406.0,3.1625,INLAND,5.773399014778325,0.17363481228668942,2.916256157635468,70600.0
19346,-119.21,34.18,13.0,6103.0,1319.0,2986.0,1212.0,3.9718,NEAR_OCEAN,5.035478547854786,0.2161232180894642,2.463696369636964,215200.0
2531,-124.15,40.81,50.0,340.0,74.0,235.0,83.0,1.75,NEAR_OCEAN,4.096385542168675,0.21764705882352942,2.8313253012048194,67500.0
3741,-118.41,34.16,14.0,577.0,150.0,372.0,130.0,4.1875,1H_OCEAN,4.438461538461539,0.25996533795493937,2.8615384615384616,275000.0
18476,-121.04,37.69,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,INLAND,6.095873015873016,0.17071138423080928,2.8247619047619046,195500.0
3737,-118.43,34.16,40.0,1134.0,184.0,452.0,187.0,4.569,1H_OCEAN,6.064171122994653,0.16225749559082892,2.4171122994652405,333900.0
19548,-121.63,38.67,34.0,431.0,85.0,391.0,77.0,2.625,INLAND,5.597402597402597,0.19721577726218098,5.077922077922078,225000.0
17894,-122.56,41.53,29.0,1729.0,355.0,848.0,328.0,2.2024,INLAND,5.271341463414634,0.205320994794679,2.5853658536585367,60900.0
9147,-120.32,37.29,9.0,695.0,188.0,810.0,190.0,1.6172,INLAND,3.6578947368421053,0.27050359712230215,4.2631578947368425,56300.0
19636,-121.57,39.13,30.0,442.0,103.0,413.0,88.0,1.5694,INLAND,5.0227272727272725,0.2330316742081448,4.693181818181818,57900.0
8716,-118.55,34.44,14.0,15348.0,2366.0,7087.0,2169.0,6.3277,INLAND,7.076071922544951,0.154156893406307,3.2674043337943752,237700.0
8456,-118.37,34.09,38.0,4408.0,1295.0,1690.0,1229.0,3.0156,1H_OCEAN,3.5866558177379986,0.2937840290381125,1.3751017087062654,300000.0
10935,-118.1,33.74,33.0,2119.0,524.0,872.0,465.0,4.537,NEAR_OCEAN,4.556989247311828,0.24728645587541292,1.875268817204301,495500.0
3335,-120.36,40.45,19.0,689.0,143.0,355.0,127.0,1.7333,INLAND,5.425196850393701,0.20754716981132076,2.795275590551181,70000.0
13190,-117.05,34.01,27.0,5484.0,1205.0,2645.0,1131.0,2.1927,INLAND,4.848806366047746,0.21973012399708242,2.3386383731211318,116700.0
13558,-117.07,32.73,18.0,2968.0,656.0,1149.0,581.0,2.6452,NEAR_OCEAN,5.108433734939759,0.2210242587601078,1.9776247848537005,154200.0
4285,-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,3.7847,1H_OCEAN,4.739307535641548,0.238504512247529,2.134419551934827,252300.0
18281,-122.66,38.48,16.0,2697.0,490.0,1462.0,515.0,4.2051,1H_OCEAN,5.236893203883495,0.18168335187245088,2.8388349514563105,190300.0
2957,-119.01,35.33,42.0,1120.0,255.0,677.0,213.0,1.5429,INLAND,5.258215962441315,0.22767857142857142,3.1784037558685445,39400.0
16422,-119.7,34.43,35.0,1402.0,369.0,654.0,385.0,2.6205,1H_OCEAN,3.6415584415584417,0.2631954350927247,1.6987012987012986,318800.0
9607,-117.97,33.93,31.0,1975.0,373.0,918.0,347.0,4.4107,1H_OCEAN,5.69164265129683,0.1888607594936709,2.645533141210375,202000.0
15502,-121.32,37.97,46.0,2270.0,427.0,1097.0,453.0,3.3235,INLAND,5.011037527593819,0.1881057268722467,2.4216335540838854,87800.0
7150,-118.18,33.95,39.0,2121.0,579.0,1991.0,528.0,2.9094,1H_OCEAN,4.017045454545454,0.272984441301273,3.7708333333333335,152200.0
6613,-118.12,34.04,35.0,1064.0,203.0,608.0,201.0,4.0938,1H_OCEAN,5.293532338308458,0.19078947368421054,3.0248756218905473,246900.0
17679,-121.95,37.11,21.0,2387.0,357.0,913.0,341.0,7.736,1H_OCEAN,7.0,0.1495601173020528,2.6774193548387095,397700.0
7336,-118.29,33.84,23.0,3626.0,799.0,2321.0,731.0,4.7393,1H_OCEAN,4.960328317373461,0.22035300606729177,3.1751025991792066,237900.0
1863,-120.01,38.93,22.0,3080.0,610.0,1045.0,425.0,2.996,INLAND,7.247058823529412,0.19805194805194806,2.458823529411765,126100.0
11108,-118.0,33.87,13.0,2086.0,544.0,1356.0,462.0,2.95,1H_OCEAN,4.515151515151516,0.2607861936720997,2.935064935064935,165600.0
4021,-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612,1H_OCEAN,5.0109289617486334,0.19738276990185388,2.07103825136612,425000.0
9597,-120.24,39.35,8.0,4195.0,725.0,291.0,115.0,3.4792,INLAND,36.47826086956522,0.1728247914183552,2.5304347826086957,180800.0
18912,-119.29,36.34,10.0,1832.0,455.0,1664.0,429.0,2.0227,INLAND,4.270396270396271,0.24836244541484717,3.878787878787879,53300.0
9658,-117.89,33.9,16.0,1426.0,216.0,652.0,226.0,6.5284,1H_OCEAN,6.3097345132743365,0.1514726507713885,2.8849557522123894,288700.0
16079,-122.42,37.66,36.0,725.0,121.0,335.0,140.0,4.125,NEAR_OCEAN,5.178571428571429,0.16689655172413792,2.392857142857143,327600.0
6524,-118.09,34.09,40.0,855.0,208.0,745.0,222.0,3.0125,1H_OCEAN,3.8513513513513513,0.2432748538011696,3.355855855855856,224000.0
12014,-121.47,38.54,36.0,2099.0,510.0,1845.0,483.0,1.4138,INLAND,4.345755693581781,0.2429728442115293,3.8198757763975157,52500.0
18105,-121.76,38.25,32.0,1495.0,333.0,905.0,281.0,2.625,INLAND,5.320284697508897,0.22274247491638796,3.2206405693950177,212500.0
6640,-118.09,33.99,34.0,1369.0,270.0,1005.0,272.0,3.692,1H_OCEAN,5.033088235294118,0.19722425127830534,3.6948529411764706,172600.0
14421,-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,1H_OCEAN,6.60625,0.14995269631031222,2.753125,241400.0
12742,-117.66,34.05,14.0,2644.0,525.0,2021.0,511.0,3.6467,INLAND,5.174168297455969,0.1985627836611195,3.954990215264188,147500.0
1838,-123.92,41.54,22.0,2920.0,636.0,1382.0,499.0,2.0202,NEAR_OCEAN,5.851703406813627,0.21780821917808219,2.7695390781563125,71100.0
10453,-117.83,33.83,13.0,3759.0,489.0,1496.0,499.0,8.3818,1H_OCEAN,7.533066132264529,0.1300877893056664,2.997995991983968,377600.0
147,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,NEAR_BAY,5.183673469387755,0.20297462817147857,2.433106575963719,199600.0
3178,-119.64,36.35,30.0,1765.0,310.0,746.0,298.0,2.8125,INLAND,5.922818791946309,0.17563739376770537,2.5033557046979866,70200.0
19654,-121.56,39.01,22.0,1891.0,340.0,1023.0,296.0,2.7303,INLAND,6.388513513513513,0.1797990481226864,3.456081081081081,99100.0
17446,-121.88,37.24,14.0,7174.0,950.0,2782.0,899.0,8.3065,1H_OCEAN,7.979977753058955,0.13242263730136605,3.0945494994438265,394200.0
6647,-118.09,33.99,35.0,2787.0,639.0,1923.0,614.0,3.5757,1H_OCEAN,4.539087947882736,0.22927879440258342,3.1319218241042344,177900.0
15185,-122.38,37.73,20.0,120.0,27.0,55.0,19.0,2.625,NEAR_BAY,6.315789473684211,0.225,2.8947368421052633,187500.0
10979,-117.99,33.76,17.0,2545.0,737.0,1468.0,699.0,1.9439,1H_OCEAN,3.6409155937052935,0.28958742632612966,2.100143061516452,177700.0
6565,-118.15,34.05,33.0,3287.0,649.0,1783.0,653.0,3.8472,1H_OCEAN,5.033690658499235,0.19744447824764222,2.7304747320061256,293300.0
14458,-116.99,32.81,25.0,4436.0,758.0,1997.0,738.0,4.2386,1H_OCEAN,6.010840108401084,0.1708746618575293,2.705962059620596,201000.0
2146,-119.85,36.77,9.0,1142.0,314.0,620.0,283.0,2.0446,INLAND,4.035335689045937,0.27495621716287216,2.1908127208480566,81300.0
16668,-119.8,34.43,22.0,2845.0,500.0,1456.0,454.0,5.6604,NEAR_OCEAN,6.266519823788546,0.1757469244288225,3.20704845814978,276400.0
10124,-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,1H_OCEAN,4.798029556650246,0.23819301848049282,2.1083743842364533,195400.0
4719,-118.29,34.03,29.0,3544.0,1384.0,3323.0,1213.0,1.0219,1H_OCEAN,2.921681780708986,0.3905191873589165,2.7394888705688376,258300.0
5379,-118.26,33.78,21.0,2188.0,706.0,2265.0,652.0,1.9923,NEAR_OCEAN,3.355828220858896,0.3226691042047532,3.473926380368098,164700.0
4905,-118.34,33.99,46.0,1217.0,322.0,662.0,305.0,3.1731,1H_OCEAN,3.9901639344262296,0.2645850451930978,2.1704918032786886,140300.0
18594,-120.94,37.63,43.0,244.0,52.0,176.0,60.0,1.425,INLAND,4.066666666666666,0.21311475409836064,2.933333333333333,69400.0
19065,-119.08,36.02,26.0,1748.0,346.0,891.0,303.0,1.9439,INLAND,5.768976897689769,0.19794050343249428,2.9405940594059405,62100.0
15593,-121.32,38.0,22.0,2105.0,521.0,781.0,483.0,2.213,INLAND,4.358178053830228,0.2475059382422803,1.6169772256728778,87500.0
2958,-119.0,35.33,35.0,991.0,221.0,620.0,207.0,1.9417,INLAND,4.78743961352657,0.22300706357214933,2.995169082125604,53800.0
16993,-121.89,37.39,2.0,1136.0,365.0,535.0,257.0,4.375,1H_OCEAN,4.42023346303502,0.32130281690140844,2.0817120622568095,425000.0
17529,-121.66,37.13,20.0,4477.0,924.0,2656.0,871.0,3.8788,1H_OCEAN,5.140068886337543,0.20638820638820637,3.049368541905855,226900.0
2007,-119.74,36.73,42.0,1236.0,272.0,946.0,261.0,2.0536,INLAND,4.735632183908046,0.22006472491909385,3.624521072796935,50000.0
11862,-114.56,33.69,17.0,720.0,174.0,333.0,117.0,1.6509,INLAND,6.153846153846154,0.24166666666666667,2.8461538461538463,85700.0
3103,-117.98,35.1,4.0,923.0,166.0,352.0,135.0,4.5724,INLAND,6.837037037037037,0.17984832069339113,2.6074074074074076,84500.0
14522,-116.89,32.85,15.0,3560.0,593.0,1757.0,574.0,5.1185,1H_OCEAN,6.2020905923344944,0.16657303370786516,3.0609756097560976,185300.0
1917,-120.93,38.77,9.0,2229.0,355.0,788.0,341.0,5.5111,INLAND,6.536656891495602,0.15926424405563033,2.310850439882698,196300.0
19301,-119.19,34.22,26.0,3175.0,736.0,2460.0,775.0,3.125,NEAR_OCEAN,4.096774193548387,0.23181102362204725,3.174193548387097,219900.0
6378,-118.13,34.16,36.0,2162.0,658.0,1337.0,590.0,2.2095,1H_OCEAN,3.664406779661017,0.30434782608695654,2.266101694915254,176700.0
3818,-118.45,34.18,33.0,2077.0,486.0,1021.0,450.0,3.6019,1H_OCEAN,4.615555555555556,0.2339913336543091,2.2688888888888887,225000.0
6907,-118.19,34.02,34.0,1478.0,369.0,1735.0,348.0,1.8875,1H_OCEAN,4.247126436781609,0.2496617050067659,4.985632183908046,136700.0
3829,-118.45,34.17,33.0,3100.0,687.0,1388.0,658.0,4.3333,1H_OCEAN,4.711246200607903,0.22161290322580646,2.1094224924012157,261300.0
4906,-118.32,33.98,47.0,949.0,210.0,574.0,217.0,2.175,1H_OCEAN,4.373271889400922,0.22128556375131717,2.6451612903225805,114700.0
18210,-122.69,38.36,6.0,5496.0,1374.0,2502.0,1189.0,2.4827,1H_OCEAN,4.622371740958789,0.25,2.1042893187552565,177500.0
6887,-118.17,34.04,39.0,563.0,138.0,682.0,137.0,2.75,1H_OCEAN,4.109489051094891,0.24511545293072823,4.978102189781022,150000.0
7500,-118.08,33.9,44.0,1167.0,237.0,733.0,237.0,4.2083,1H_OCEAN,4.924050632911392,0.20308483290488433,3.0928270042194095,168300.0
14599,-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6.0175,1H_OCEAN,7.13681592039801,0.14116416869989543,3.7960199004975124,238300.0
4459,-118.24,34.06,8.0,1204.0,552.0,1074.0,517.0,1.0227,1H_OCEAN,2.3288201160541586,0.4584717607973422,2.0773694390715667,87500.0
17303,-122.01,37.36,21.0,2483.0,396.0,1194.0,424.0,7.1273,1H_OCEAN,5.856132075471698,0.1594844945630286,2.8160377358490565,346300.0
6020,-117.96,34.04,33.0,1458.0,268.0,1115.0,257.0,4.7955,1H_OCEAN,5.673151750972763,0.18381344307270234,4.33852140077821,158100.0
2416,-119.6,36.56,36.0,738.0,168.0,737.0,186.0,1.4415,INLAND,3.967741935483871,0.22764227642276422,3.9623655913978495,54400.0
16083,-122.41,37.66,37.0,694.0,188.0,658.0,225.0,4.6103,NEAR_OCEAN,3.0844444444444443,0.27089337175792505,2.9244444444444446,237500.0
6668,-118.06,33.99,45.0,1471.0,255.0,670.0,250.0,4.5478,1H_OCEAN,5.884,0.1733514615907546,2.68,188000.0
14143,-117.05,32.56,22.0,2172.0,563.0,2049.0,524.0,2.0159,NEAR_OCEAN,4.145038167938932,0.25920810313075504,3.9103053435114505,139300.0
11725,-116.72,33.56,13.0,3166.0,682.0,1250.0,475.0,2.355,INLAND,6.665263157894737,0.21541377132027795,2.6315789473684212,122900.0
819,-122.08,37.61,26.0,2261.0,443.0,1039.0,395.0,3.7931,NEAR_BAY,5.724050632911393,0.1959310039805396,2.630379746835443,203900.0
189,-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,NEAR_BAY,4.011904761904762,0.26706231454005935,3.8511904761904763,116100.0
15764,-121.19,38.13,27.0,2400.0,435.0,1085.0,444.0,3.7687,INLAND,5.405405405405405,0.18125,2.4436936936936937,165200.0
5582,-118.34,34.21,36.0,1834.0,316.0,864.0,309.0,4.7885,1H_OCEAN,5.935275080906149,0.1723009814612868,2.796116504854369,302200.0
15718,-121.29,38.14,34.0,1500.0,337.0,674.0,282.0,2.515,INLAND,5.319148936170213,0.22466666666666665,2.3900709219858154,110800.0
10102,-117.78,33.68,15.0,1834.0,330.0,841.0,309.0,6.0634,1H_OCEAN,5.935275080906149,0.17993456924754633,2.72168284789644,234300.0
4744,-118.28,34.04,25.0,1582.0,780.0,2390.0,719.0,1.4167,1H_OCEAN,2.200278164116829,0.49304677623261695,3.3240611961057023,200000.0
9632,-117.93,33.94,30.0,2658.0,382.0,1135.0,392.0,6.0516,1H_OCEAN,6.780612244897959,0.1437170805116629,2.895408163265306,245000.0
7098,-118.23,33.96,39.0,405.0,163.0,686.0,164.0,1.695,1H_OCEAN,2.4695121951219514,0.4024691358024691,4.182926829268292,94800.0
14103,-117.06,32.79,21.0,3787.0,492.0,1246.0,457.0,9.6023,1H_OCEAN,8.286652078774617,0.12991814100871402,2.726477024070022,391300.0
5261,-118.46,33.99,37.0,1828.0,460.0,1075.0,453.0,4.337,1H_OCEAN,4.035320088300221,0.25164113785557984,2.3730684326710816,360600.0
5696,-117.9,34.15,21.0,2056.0,461.0,1332.0,429.0,3.3942,INLAND,4.792540792540793,0.2242217898832685,3.104895104895105,212800.0
5597,-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,1H_OCEAN,3.3595706618962433,0.32694355697550587,3.3524150268336315,231800.0
12474,-121.32,38.57,15.0,3369.0,499.0,1733.0,470.0,5.31,INLAND,7.1680851063829785,0.1481151677055506,3.6872340425531913,127500.0
16791,-121.94,37.27,23.0,1932.0,552.0,997.0,482.0,3.662,1H_OCEAN,4.008298755186722,0.2857142857142857,2.0684647302904566,211900.0
